pago_id,user_id,fecha_pago,monto,metodo_pago,fraude
2377,2166,2023-09-10,41.86,Tarjeta Crédito,0
2378,4249,2023-12-09,63.97,Tarjeta Crédito,0
2379,579,2023-06-21,42.68,PayPal,0
2380,1083,2024-02-29,39.71,Débito,0
2381,3562,2023-09-20,58.62,Débito,0
2382,2311,2023-01-13,77.04,Tarjeta Crédito,0
2383,1469,2023-03-16,6.34,Débito,0
2384,3795,2024-04-01,126.15,PayPal,0
2385,4218,2023-06-09,17.19,Tarjeta Crédito,0
2386,4164,2023-12-29,15.29,Tarjeta Crédito,0
2387,173,2024-02-11,34.13,Débito,0
2388,1437,2024-07-19,138.05,Tarjeta Crédito,1
2389,2430,2024-07-09,86.43,Tarjeta Crédito,1
2390,706,2023-01-28,14.84,Tarjeta Crédito,0
2391,687,2023-01-11,37.78,Tarjeta Crédito,0
2392,1044,2023-06-30,0.31,Débito,0
2393,540,2024-08-18,23.89,Tarjeta Crédito,1
2394,886,2023-01-21,64.74,Tarjeta Crédito,0
2395,1472,2023-08-17,4.45,Tarjeta Crédito,0
2396,4708,2023-11-22,50.92,Débito,0
2397,748,2024-08-19,22.63,Débito,0
2398,4328,2023-10-13,13.88,Tarjeta Crédito,0
2399,410,2024-04-09,24.11,Tarjeta Crédito,0
2400,1559,2023-03-27,13.39,Tarjeta Crédito,0
2401,4025,2024-07-14,187.29,Tarjeta Crédito,0
2402,1226,2023-06-22,45.89,Tarjeta Crédito,0
2403,1857,2024-07-14,101.86,PayPal,0
2404,2962,2023-05-11,55.18,Tarjeta Crédito,0
2405,1037,2023-08-22,1.72,PayPal,0
2406,2683,2023-04-10,0.16,Tarjeta Crédito,0
2407,2738,2024-06-05,74.35,Débito,0
2408,1032,2024-03-09,52.74,Tarjeta Crédito,0
2409,4261,2024-05-19,14.22,PayPal,0
2410,1580,2023-09-20,245.72,Tarjeta Crédito,0
2411,4809,2023-03-17,62.56,PayPal,0
2412,2919,2024-08-08,270.39,Crypto,0
2413,4351,2023-09-01,186.13,PayPal,0
2414,2869,2024-06-12,28.02,PayPal,0
2415,4714,2023-10-03,84.89,PayPal,0
2416,3463,2024-02-16,8.39,Débito,0
2417,974,2023-03-20,7.32,Débito,1
2418,2199,2023-05-18,102.42,Tarjeta Crédito,0
2419,838,2024-03-02,10.77,Tarjeta Crédito,0
2420,4212,2023-09-15,2.46,Débito,0
2421,4221,2023-07-24,2.52,Tarjeta Crédito,0
2422,1213,2023-04-02,220.72,Tarjeta Crédito,0
2423,4820,2023-12-16,72.01,Débito,0
2424,2149,2024-08-05,21.1,Tarjeta Crédito,0
2425,4275,2024-06-01,11.79,Débito,0
2426,3101,2023-08-19,13.45,Tarjeta Crédito,0
2427,3102,2024-08-20,27.11,Tarjeta Crédito,0
2428,4075,2023-03-23,8.12,Tarjeta Crédito,0
2429,1870,2023-10-28,4.05,Tarjeta Crédito,0
2430,3543,2024-08-08,16.2,Débito,0
2431,4823,2024-08-15,7.71,Débito,0
2432,1219,2023-12-04,27.04,Débito,0
2433,2346,2023-01-25,36.84,Tarjeta Crédito,0
2434,4381,2023-04-29,27.37,Tarjeta Crédito,0
2435,2371,2023-06-19,7.3,Tarjeta Crédito,0
2436,3252,2023-07-01,39.6,Tarjeta Crédito,0
2437,2507,2024-01-04,36.15,Tarjeta Crédito,0
2438,3666,2024-01-11,21.73,Tarjeta Crédito,0
2439,2022,2024-03-07,5.06,Tarjeta Crédito,0
2440,3774,2024-01-14,15.68,Tarjeta Crédito,0
2441,4826,2024-01-17,17.26,Tarjeta Crédito,0
2442,4658,2023-05-05,68.47,Crypto,0
2443,3522,2023-08-08,28.72,Débito,0
2444,249,2023-10-27,54.54,Tarjeta Crédito,0
2445,243,2023-08-12,88.57,Débito,0
2446,598,2024-03-20,56.75,Tarjeta Crédito,0
2447,2633,2023-01-02,99.5,Tarjeta Crédito,0
2448,1681,2023-04-01,0.58,Tarjeta Crédito,1
2449,1855,2024-06-30,57.78,Tarjeta Crédito,0
2450,1550,2023-08-20,161.55,Débito,1
2451,2400,2023-08-11,16.04,PayPal,0
2452,2006,2023-08-01,19.5,Crypto,0
2453,2146,2024-04-22,81.9,Débito,0
2454,2211,2024-07-18,23.24,Tarjeta Crédito,0
2455,3121,2023-01-11,5.1,Débito,0
2456,1484,2024-06-13,139.36,Tarjeta Crédito,0
2457,1552,2024-03-16,37.97,Tarjeta Crédito,0
2458,4731,2023-08-21,75.68,PayPal,0
2459,3898,2023-06-05,75.31,Débito,0
2460,4274,2023-02-02,88.77,Tarjeta Crédito,0
2461,2675,2023-03-18,41.72,Tarjeta Crédito,0
2462,3323,2024-05-15,58.92,Tarjeta Crédito,0
2463,997,2024-02-02,21.4,Débito,0
2464,3750,2023-12-12,54.34,Tarjeta Crédito,0
2465,1349,2024-07-10,25.13,PayPal,0
2466,4377,2023-03-07,38.1,PayPal,0
2467,718,2023-02-05,62.12,Débito,0
2468,3174,2023-12-22,2.24,Débito,0
2469,4131,2023-03-02,32.75,Tarjeta Crédito,0
2470,2971,2024-08-22,53.73,Débito,0
2471,4551,2024-01-24,15.5,Tarjeta Crédito,0
2472,2274,2023-04-16,40.83,Débito,0
2473,2387,2024-08-03,1.86,PayPal,0
2474,155,2023-07-23,76.54,Tarjeta Crédito,0
2475,1467,2023-01-01,33.57,PayPal,0
2476,3060,2023-10-27,114.86,Débito,0
2477,4981,2023-11-15,0.97,Tarjeta Crédito,0
2478,3269,2023-10-16,88.6,Tarjeta Crédito,0
2479,603,2023-12-27,7.34,Tarjeta Crédito,0
2480,3039,2024-08-03,15.57,Tarjeta Crédito,1
2481,831,2024-02-24,71.18,PayPal,0
2482,60,2023-08-23,117.68,Tarjeta Crédito,0
2483,3593,2024-01-24,65.62,Tarjeta Crédito,0
2484,2437,2023-07-12,79.85,Débito,0
2485,3959,2023-12-15,20.1,Crypto,0
2486,3730,2023-01-01,22.02,Débito,0
2487,4792,2023-03-15,149.65,Débito,0
2488,1634,2024-06-13,22.39,Débito,0
2489,4853,2023-08-26,236.41,Tarjeta Crédito,0
2490,3080,2024-06-07,11.3,Tarjeta Crédito,0
2491,4787,2023-11-09,44.62,Débito,0
2492,2944,2023-05-16,63.73,Tarjeta Crédito,0
2493,1306,2023-02-22,18.56,Débito,0
2494,3613,2023-04-06,100.73,Tarjeta Crédito,0
2495,473,2023-03-31,102.78,Tarjeta Crédito,0
2496,3330,2024-05-27,1.83,Tarjeta Crédito,0
2497,4119,2024-08-05,33.78,PayPal,0
2498,2702,2024-05-21,53.5,Tarjeta Crédito,0
2499,1571,2024-05-05,66.77,Tarjeta Crédito,0
2500,3789,2023-01-01,6.5,Tarjeta Crédito,0
2501,3169,2023-10-25,39.1,Débito,0
2502,1645,2023-01-16,87.15,Crypto,0
2503,3002,2023-07-24,4.96,Débito,0
2504,1917,2023-12-01,34.89,Tarjeta Crédito,0
2505,4815,2024-02-10,75.94,Débito,0
2506,523,2023-08-24,30.99,Débito,0
2507,2747,2023-08-05,25.68,Tarjeta Crédito,0
2508,3261,2024-06-08,7.57,Débito,0
2509,4934,2024-05-18,21.16,Tarjeta Crédito,0
2510,2003,2024-01-27,16.31,PayPal,0
2511,1763,2024-07-20,38.64,Débito,0
2512,1847,2023-09-15,47.09,Tarjeta Crédito,0
2513,483,2024-06-03,73.88,Tarjeta Crédito,0
2514,805,2023-02-25,27.98,Débito,0
2515,4432,2023-08-30,28.37,Débito,0
2516,2553,2024-06-04,52.07,Débito,0
2517,1748,2023-10-13,70.7,Crypto,0
2518,594,2023-03-25,12.84,Tarjeta Crédito,0
2519,4451,2023-12-27,77.1,Débito,0
2520,4020,2023-01-14,33.64,Débito,0
2521,1513,2023-07-17,78.62,PayPal,0
2522,2158,2023-09-23,102.07,Débito,0
2523,88,2023-08-12,10.91,Débito,0
2524,1530,2023-06-09,1.82,Tarjeta Crédito,0
2525,1506,2023-07-14,130.33,Crypto,0
2526,679,2024-04-14,26.7,Débito,0
2527,711,2024-02-05,70.1,Tarjeta Crédito,1
2528,1276,2023-09-18,86.21,Tarjeta Crédito,0
2529,1996,2024-01-28,93.48,PayPal,0
2530,4177,2024-01-07,44.61,Débito,0
2531,4969,2024-08-13,29.88,Tarjeta Crédito,0
2532,2150,2023-03-21,285.03,Débito,0
2533,1336,2023-10-26,10.1,Tarjeta Crédito,0
2534,3991,2023-06-23,73.39,PayPal,0
2535,1093,2023-05-17,60.31,Tarjeta Crédito,0
2536,1153,2024-06-14,172.37,Tarjeta Crédito,0
2537,1537,2023-10-15,16.21,PayPal,0
2538,2820,2023-09-28,10.97,Tarjeta Crédito,0
2539,2122,2023-05-15,19.7,Tarjeta Crédito,0
2540,3280,2023-01-23,40.82,Tarjeta Crédito,0
2541,3604,2023-05-31,32.37,Débito,0
2542,3015,2024-05-09,15.92,PayPal,0
2543,4502,2023-02-14,30.97,Tarjeta Crédito,0
2544,353,2024-02-26,190.78,Tarjeta Crédito,0
2545,368,2023-03-20,56.54,Tarjeta Crédito,0
2546,2216,2024-07-04,59.63,Tarjeta Crédito,0
2547,2029,2024-01-24,8.61,PayPal,0
2548,1301,2023-11-20,19.25,PayPal,0
2549,3299,2023-08-16,18.83,Tarjeta Crédito,0
2550,4814,2024-02-28,5.47,Tarjeta Crédito,0
2551,4002,2024-03-26,5.16,Tarjeta Crédito,0
2552,2272,2023-09-08,71.94,Tarjeta Crédito,0
2553,379,2024-07-11,196.33,Tarjeta Crédito,0
2554,408,2023-02-22,20.66,Tarjeta Crédito,0
2555,858,2023-12-15,28.32,Tarjeta Crédito,0
2556,3635,2023-10-23,6.74,Tarjeta Crédito,0
2557,1671,2023-10-16,7.54,Débito,0
2558,1089,2024-03-20,30.97,Débito,0
2559,2901,2024-02-29,6.98,Tarjeta Crédito,0
2560,2980,2023-12-27,76.93,Tarjeta Crédito,0
2561,374,2024-01-28,2.76,Tarjeta Crédito,0
2562,3500,2024-05-09,57.45,Tarjeta Crédito,0
2563,1341,2024-04-08,63.68,Débito,0
2564,3310,2023-11-06,3.34,Tarjeta Crédito,0
2565,2742,2024-02-09,2.31,Tarjeta Crédito,0
2566,101,2024-04-15,154.21,Tarjeta Crédito,0
2567,4153,2024-07-09,109.28,Tarjeta Crédito,0
2568,3368,2023-11-21,43.53,Débito,0
2569,3323,2024-02-01,25.99,PayPal,0
2570,4994,2023-08-17,62.1,PayPal,0
2571,2669,2024-01-22,54.26,Tarjeta Crédito,0
2572,4685,2023-10-23,45.25,Tarjeta Crédito,0
2573,4183,2024-06-23,75.08,Crypto,0
2574,2694,2024-05-28,0.85,Tarjeta Crédito,0
2575,138,2024-06-16,39.6,Tarjeta Crédito,0
2576,3452,2024-04-13,157.56,PayPal,0
2577,245,2024-04-22,14.73,Tarjeta Crédito,1
2578,1041,2023-04-25,93.83,Tarjeta Crédito,0
2579,4107,2023-05-17,28.71,Tarjeta Crédito,0
2580,3501,2023-11-14,83.65,Débito,0
2581,2490,2023-09-18,29.09,Crypto,0
2582,311,2023-02-24,10.45,Tarjeta Crédito,0
2583,2443,2023-03-22,127.7,Tarjeta Crédito,0
2584,1565,2023-02-27,45.83,Tarjeta Crédito,0
2585,4688,2023-04-09,20.85,PayPal,0
2586,4027,2023-03-02,19.05,Débito,0
2587,2322,2023-02-09,40.26,Crypto,0
2588,164,2024-06-29,14.92,Débito,0
2589,3718,2024-05-10,14.88,Tarjeta Crédito,0
2590,2198,2023-11-22,165.96,Tarjeta Crédito,0
2591,2199,2023-05-04,6.13,Tarjeta Crédito,0
2592,3345,2023-08-26,140.69,Crypto,0
2593,751,2023-11-25,10.12,Débito,0
2594,920,2023-12-18,23.1,Tarjeta Crédito,0
2595,3517,2024-04-16,27.41,Débito,0
2596,203,2024-05-26,105.21,Tarjeta Crédito,0
2597,4833,2023-01-30,3.77,Tarjeta Crédito,1
2598,1784,2024-05-29,147.12,Débito,0
2599,2763,2023-07-20,7.11,Tarjeta Crédito,0
2600,2466,2023-06-01,6.83,Débito,0
2601,65,2024-03-12,17.54,Débito,0
2602,2666,2024-04-25,29.9,PayPal,0
2603,3622,2023-05-12,35.59,PayPal,0
2604,3132,2023-03-30,117.08,Tarjeta Crédito,0
2605,4641,2024-05-11,61.14,Débito,0
2606,2215,2024-08-11,35.25,Débito,0
2607,1371,2023-11-17,150.69,PayPal,0
2608,3795,2024-03-12,40.32,Tarjeta Crédito,0
2609,4198,2024-08-21,137.87,Débito,0
2610,505,2023-04-07,98.9,Débito,0
2611,3039,2023-08-31,93.78,Tarjeta Crédito,0
2612,1400,2024-07-04,34.01,Tarjeta Crédito,0
2613,2288,2023-07-03,9.92,Débito,0
2614,2223,2024-01-05,35.74,PayPal,0
2615,3642,2024-03-24,48.17,Tarjeta Crédito,0
2616,4912,2023-01-27,67.58,PayPal,0
2617,366,2023-03-04,85.33,PayPal,0
2618,696,2024-06-23,33.03,Tarjeta Crédito,0
2619,2266,2023-04-27,107.92,Crypto,0
2620,2879,2024-02-07,43.6,Tarjeta Crédito,0
2621,3693,2024-05-24,6.23,Tarjeta Crédito,0
2622,4693,2023-05-04,71.92,Débito,0
2623,3800,2023-01-30,43.61,Tarjeta Crédito,0
2624,1226,2024-05-29,79.35,Tarjeta Crédito,0
2625,2943,2024-06-19,17.97,Débito,1
2626,3078,2023-08-31,53.78,Tarjeta Crédito,0
2627,1874,2023-02-01,39.23,Tarjeta Crédito,0
2628,4396,2023-09-20,85.45,Débito,0
2629,3279,2024-05-23,34.44,Débito,0
2630,1938,2023-04-08,6.61,PayPal,0
2631,1124,2023-06-13,176.74,Tarjeta Crédito,0
2632,4949,2024-03-25,26.09,Débito,0
2633,4627,2023-05-19,64.88,Débito,1
2634,1154,2023-03-23,6.95,PayPal,0
2635,2246,2024-04-21,26.72,PayPal,0
2636,208,2023-05-18,62.61,PayPal,0
2637,2791,2023-12-19,15.28,PayPal,0
2638,4028,2024-01-15,47.98,Débito,0
2639,812,2024-08-11,61.66,PayPal,0
2640,4821,2023-02-04,0.9,Tarjeta Crédito,0
2641,3815,2023-10-09,55.83,Débito,0
2642,2850,2024-06-05,126.6,Tarjeta Crédito,0
2643,2388,2023-04-08,54.83,PayPal,0
2644,2774,2023-07-11,26.04,Tarjeta Crédito,0
2645,3149,2024-06-05,130.41,Tarjeta Crédito,0
2646,942,2024-08-09,148.45,Débito,0
2647,2420,2023-10-10,77.04,Tarjeta Crédito,0
2648,2975,2024-07-25,60.24,Crypto,0
2649,3888,2023-01-26,12.31,Débito,0
2650,2620,2024-06-21,78.64,Crypto,0
2651,4652,2023-11-21,41.34,Tarjeta Crédito,0
2652,2,2024-08-15,43.69,Débito,0
2653,710,2023-10-22,7.95,Tarjeta Crédito,0
2654,2976,2024-08-11,52.46,Débito,0
2655,1389,2023-02-19,24.26,Tarjeta Crédito,0
2656,4710,2024-06-05,41.64,PayPal,0
2657,4891,2023-08-19,18.2,Tarjeta Crédito,0
2658,1963,2023-04-23,83.03,Tarjeta Crédito,0
2659,4953,2024-01-31,17.26,Tarjeta Crédito,0
2660,4746,2024-02-22,127.5,Tarjeta Crédito,0
2661,267,2024-07-22,38.32,Tarjeta Crédito,0
2662,3131,2024-07-17,9.81,Débito,0
2663,4241,2024-01-17,16.19,Débito,0
2664,425,2023-09-05,70.54,PayPal,0
2665,4967,2023-11-27,42.5,Débito,0
2666,1240,2023-07-20,8.73,Tarjeta Crédito,0
2667,319,2024-05-30,18.96,Débito,0
2668,3942,2024-04-25,42.34,PayPal,0
2669,1405,2024-05-29,38.56,Tarjeta Crédito,0
2670,3018,2024-04-29,0.63,Débito,0
2671,4927,2023-06-08,39.4,PayPal,0
2672,869,2024-03-27,85.98,Crypto,0
2673,1795,2024-06-25,71.56,PayPal,0
2674,4444,2023-03-25,10.51,PayPal,0
2675,3015,2024-02-28,21.97,Débito,0
2676,3696,2024-04-20,2.3,Tarjeta Crédito,0
2677,2360,2024-04-08,99.77,PayPal,0
2678,2888,2023-07-12,38.22,Tarjeta Crédito,0
2679,2663,2023-09-21,26.23,Tarjeta Crédito,0
2680,3084,2023-05-26,27.51,Tarjeta Crédito,0
2681,3860,2023-12-11,4.06,Tarjeta Crédito,1
2682,4797,2024-05-12,3.53,Tarjeta Crédito,0
2683,3960,2023-06-21,5.2,PayPal,0
2684,4400,2023-02-26,2.19,Tarjeta Crédito,0
2685,4994,2023-05-09,18.13,Crypto,0
2686,4098,2024-05-23,163.1,Tarjeta Crédito,0
2687,4946,2023-08-19,54.3,Tarjeta Crédito,0
2688,1721,2024-07-06,80.65,Tarjeta Crédito,0
2689,534,2023-06-27,7.03,Débito,0
2690,828,2023-01-12,102.34,Tarjeta Crédito,0
2691,809,2024-07-14,10.07,PayPal,0
2692,62,2024-03-30,28.3,Débito,0
2693,4462,2023-11-16,12.46,Tarjeta Crédito,0
2694,4655,2023-10-31,9.25,Débito,0
2695,1123,2023-04-16,50.83,Débito,0
2696,845,2023-06-05,12.83,Tarjeta Crédito,0
2697,4872,2023-11-06,35.41,Tarjeta Crédito,0
2698,1821,2023-01-12,10.5,Débito,0
2699,4452,2023-04-24,34.73,Tarjeta Crédito,0
2700,2300,2024-06-30,3.81,Débito,0
2701,876,2024-05-21,34.83,Débito,0
2702,160,2023-07-09,22.89,Tarjeta Crédito,1
2703,2777,2023-10-20,58.66,Tarjeta Crédito,0
2704,3118,2023-05-27,153.22,Tarjeta Crédito,0
2705,2829,2023-03-07,51.92,Tarjeta Crédito,0
2706,1330,2024-01-03,8.12,Crypto,0
2707,435,2023-07-04,87.45,PayPal,0
2708,915,2023-05-19,2.9,Tarjeta Crédito,1
2709,286,2023-07-08,8.62,Débito,0
2710,2514,2024-06-04,30.56,Débito,0
2711,2404,2023-03-27,206.04,Débito,0
2712,3961,2024-03-29,57.29,PayPal,0
2713,3221,2023-06-05,41.76,PayPal,0
2714,786,2024-07-14,74.98,Débito,0
2715,3660,2024-02-05,81.17,Tarjeta Crédito,0
2716,2144,2024-08-19,29.61,Tarjeta Crédito,0
2717,2037,2023-10-31,99.26,Tarjeta Crédito,0
2718,2132,2023-11-19,36.83,Tarjeta Crédito,0
2719,4997,2023-04-17,26.45,Tarjeta Crédito,0
2720,4218,2023-12-20,15.25,Débito,0
2721,29,2023-11-04,28.53,Tarjeta Crédito,0
2722,2668,2024-05-19,73.57,Tarjeta Crédito,0
2723,3751,2023-09-07,9.16,Tarjeta Crédito,0
2724,924,2023-10-13,88.23,PayPal,0
2725,1663,2023-07-20,31.88,Tarjeta Crédito,0
2726,4101,2024-03-30,71.8,Tarjeta Crédito,0
2727,1502,2023-01-05,145.67,Débito,0
2728,126,2023-06-10,178.47,PayPal,0
2729,1917,2023-12-20,201.68,Débito,0
2730,4640,2023-11-07,67.61,Débito,0
2731,2342,2023-05-21,137.97,Tarjeta Crédito,0
2732,2836,2023-07-31,49.21,Crypto,0
2733,1336,2023-02-12,18.35,Débito,0
2734,2420,2024-07-27,54.38,Crypto,0
2735,4565,2023-05-17,0.27,Tarjeta Crédito,0
2736,4433,2024-02-13,39.98,Tarjeta Crédito,0
2737,2800,2024-04-20,69.42,Débito,0
2738,2609,2024-06-21,156.11,PayPal,0
2739,3291,2024-04-06,100.24,PayPal,0
2740,1786,2024-01-29,170.82,Tarjeta Crédito,0
2741,4138,2024-05-24,257.43,Crypto,0
2742,3980,2023-08-02,22.34,Débito,0
2743,3320,2024-05-31,201.96,Tarjeta Crédito,0
2744,2781,2024-01-29,19.97,Débito,0
2745,277,2024-01-24,33.34,Débito,0
2746,4820,2024-01-11,21.09,Tarjeta Crédito,0
2747,1233,2023-06-10,5.57,Tarjeta Crédito,0
2748,2841,2024-01-29,57.38,Tarjeta Crédito,0
2749,1482,2023-01-12,50.26,Tarjeta Crédito,0
2750,3943,2024-02-29,40.34,PayPal,1
2751,1548,2023-03-05,30.53,Tarjeta Crédito,0
2752,2057,2024-04-27,61.95,Débito,0
2753,3035,2023-03-08,37.33,PayPal,1
2754,2278,2023-05-16,18.09,Tarjeta Crédito,1
2755,3267,2024-02-24,237.7,Tarjeta Crédito,0
2756,83,2024-03-20,26.94,Tarjeta Crédito,1
2757,1193,2024-08-06,33.9,Tarjeta Crédito,0
2758,3621,2023-09-02,7.0,Tarjeta Crédito,0
2759,206,2023-01-14,73.54,PayPal,0
2760,4798,2023-08-29,3.95,Débito,0
2761,4752,2024-05-26,11.99,PayPal,0
2762,2779,2023-01-07,8.86,Débito,0
2763,3665,2023-03-01,106.68,Tarjeta Crédito,0
2764,1803,2024-06-20,30.35,Débito,0
2765,1423,2023-11-25,83.46,Tarjeta Crédito,0
2766,2530,2024-06-23,10.49,Tarjeta Crédito,0
2767,4690,2024-06-05,106.36,Tarjeta Crédito,0
2768,4197,2023-09-13,141.38,Débito,0
2769,4841,2024-05-18,110.07,Tarjeta Crédito,0
2770,4410,2024-07-25,106.58,PayPal,0
2771,2070,2024-04-08,52.71,Tarjeta Crédito,0
2772,2071,2023-09-09,24.22,Débito,0
2773,4737,2024-06-28,43.8,Tarjeta Crédito,0
2774,354,2023-11-15,19.39,Tarjeta Crédito,0
2775,4093,2024-08-02,28.28,Débito,0
2776,4746,2024-04-18,123.99,Crypto,0
2777,1733,2023-11-08,75.34,PayPal,0
2778,53,2023-01-14,7.42,Débito,0
2779,3523,2024-01-09,77.19,PayPal,0
2780,3806,2024-04-23,66.95,PayPal,0
2781,1727,2023-02-11,68.96,Tarjeta Crédito,0
2782,4940,2023-06-15,39.69,Débito,0
2783,748,2023-11-18,15.01,Tarjeta Crédito,0
2784,546,2024-01-06,38.75,Débito,0
2785,4149,2023-02-07,23.85,PayPal,1
2786,3456,2023-06-15,58.18,Tarjeta Crédito,0
2787,3414,2023-11-25,94.91,PayPal,0
2788,3920,2024-03-05,48.41,Tarjeta Crédito,0
2789,2131,2023-05-28,75.98,PayPal,0
2790,2295,2023-02-22,31.25,Tarjeta Crédito,0
2791,864,2023-05-15,114.94,Débito,0
2792,1385,2023-01-30,17.12,Tarjeta Crédito,0
2793,3294,2023-06-18,14.1,Débito,0
2794,3472,2023-12-14,2.69,Débito,1
2795,2236,2023-03-05,12.14,Tarjeta Crédito,0
2796,3896,2023-11-03,7.19,PayPal,0
2797,4665,2024-06-04,35.14,Débito,0
2798,2217,2023-12-15,131.88,Débito,0
2799,3663,2024-03-22,0.96,Tarjeta Crédito,0
2800,1954,2023-11-10,13.65,Tarjeta Crédito,0
2801,3531,2023-02-28,78.2,Débito,0
2802,4880,2023-03-27,21.87,Tarjeta Crédito,1
2803,2141,2024-03-31,97.23,Tarjeta Crédito,0
2804,4597,2023-02-06,16.6,Tarjeta Crédito,0
2805,305,2024-03-12,109.14,Débito,0
2806,1374,2023-02-26,39.12,Tarjeta Crédito,0
2807,2495,2023-11-15,28.64,Débito,0
2808,815,2023-11-09,19.53,Tarjeta Crédito,0
2809,2368,2023-12-21,128.11,Débito,0
2810,311,2023-02-01,90.67,Tarjeta Crédito,0
2811,1263,2023-04-27,6.51,Tarjeta Crédito,0
2812,869,2023-08-06,4.54,Tarjeta Crédito,0
2813,2266,2024-04-10,6.0,Débito,0
2814,2553,2023-03-05,1.98,Tarjeta Crédito,0
2815,1594,2023-09-29,84.8,Tarjeta Crédito,0
2816,4379,2023-01-11,19.87,Tarjeta Crédito,0
2817,1059,2023-06-14,68.36,Débito,0
2818,3609,2023-12-31,51.41,Tarjeta Crédito,0
2819,2348,2024-02-18,60.16,Crypto,0
2820,2959,2023-11-25,9.79,Tarjeta Crédito,1
2821,2372,2024-04-26,2.47,Débito,0
2822,688,2023-06-08,27.88,Tarjeta Crédito,0
2823,2077,2024-03-11,8.83,PayPal,0
2824,1536,2023-06-03,175.62,Débito,0
2825,1433,2024-08-14,4.68,Débito,0
2826,4991,2023-03-07,41.98,Tarjeta Crédito,0
2827,668,2023-08-17,120.18,Débito,1
2828,4067,2023-01-20,44.95,Débito,0
2829,1643,2023-06-18,28.93,Tarjeta Crédito,0
2830,4403,2024-02-08,27.41,Débito,0
2831,688,2024-01-09,73.21,Débito,0
2832,570,2023-01-21,16.34,Crypto,0
2833,1795,2024-01-08,8.98,Tarjeta Crédito,0
2834,640,2023-07-11,12.14,Débito,0
2835,285,2023-10-04,12.6,Débito,0
2836,4224,2023-04-13,81.11,Tarjeta Crédito,1
2837,3774,2023-03-12,92.61,Tarjeta Crédito,0
2838,681,2023-05-13,43.25,Débito,0
2839,3554,2024-03-10,93.31,Tarjeta Crédito,0
2840,4811,2023-12-02,24.77,Tarjeta Crédito,0
2841,1964,2024-01-21,40.12,Débito,0
2842,2017,2023-11-05,90.55,Crypto,0
2843,1725,2024-02-13,49.63,Débito,0
2844,3496,2024-04-21,46.61,PayPal,0
2845,2200,2023-04-19,32.15,Débito,0
2846,3884,2023-12-02,35.82,Débito,0
2847,2087,2023-11-02,33.08,Tarjeta Crédito,0
2848,2848,2023-02-14,53.34,Tarjeta Crédito,0
2849,2380,2023-05-17,32.22,Débito,0
2850,3416,2024-05-12,94.05,Tarjeta Crédito,0
2851,390,2024-05-27,16.56,Tarjeta Crédito,0
2852,3504,2024-02-16,29.3,Débito,0
2853,3378,2024-06-11,1.25,PayPal,0
2854,838,2024-01-23,50.47,PayPal,0
2855,1777,2023-04-25,32.24,Tarjeta Crédito,0
2856,1875,2024-08-12,34.95,Tarjeta Crédito,0
2857,3973,2024-06-19,124.51,PayPal,0
2858,224,2024-04-23,38.61,Débito,0
2859,3006,2023-04-27,45.02,Tarjeta Crédito,0
2860,864,2023-02-11,60.28,Débito,0
2861,3823,2024-03-13,8.5,Débito,0
2862,4760,2024-01-01,25.65,Tarjeta Crédito,0
2863,2054,2024-01-06,46.29,Tarjeta Crédito,0
2864,379,2023-04-23,62.39,Tarjeta Crédito,0
2865,1939,2024-07-14,56.79,Débito,0
2866,1233,2023-07-05,213.7,Débito,0
2867,828,2024-07-02,99.67,Tarjeta Crédito,0
2868,3717,2023-11-05,1.12,Tarjeta Crédito,0
2869,3160,2024-04-24,16.14,Tarjeta Crédito,0
2870,4222,2023-02-14,5.34,Tarjeta Crédito,0
2871,1742,2023-02-13,1.69,Tarjeta Crédito,0
2872,2154,2023-07-10,87.4,Débito,0
2873,2849,2024-08-12,70.11,Tarjeta Crédito,0
2874,4303,2023-05-12,50.47,PayPal,0
2875,3471,2023-10-29,9.54,Débito,0
2876,3276,2023-09-18,77.03,Crypto,0
2877,784,2023-11-08,33.9,PayPal,0
2878,4641,2023-07-18,0.78,Tarjeta Crédito,0
2879,841,2023-01-02,71.28,Débito,0
2880,896,2024-05-22,67.98,Tarjeta Crédito,1
2881,2110,2024-07-22,17.9,PayPal,0
2882,1692,2023-02-28,294.77,Débito,0
2883,1549,2024-06-20,13.1,PayPal,0
2884,427,2023-10-02,0.45,Débito,0
2885,4420,2023-12-16,36.64,Débito,0
2886,2124,2023-09-01,71.79,Débito,0
2887,3053,2023-06-15,26.7,Débito,0
2888,4336,2024-06-13,13.8,Tarjeta Crédito,0
2889,819,2023-04-27,221.57,Débito,0
2890,2731,2023-07-07,70.16,Débito,0
2891,3083,2024-03-07,16.71,Tarjeta Crédito,0
2892,4010,2023-09-30,45.85,Tarjeta Crédito,0
2893,3367,2024-01-31,137.82,Tarjeta Crédito,0
2894,3322,2024-04-25,53.94,PayPal,0
2895,1494,2024-07-19,77.44,Débito,0
2896,1251,2023-04-05,22.13,Tarjeta Crédito,0
2897,3550,2023-02-13,34.08,Tarjeta Crédito,0
2898,2433,2024-01-12,20.3,Débito,0
2899,3962,2023-10-07,5.29,Crypto,0
2900,1937,2024-06-13,78.36,Débito,0
2901,3193,2023-08-28,38.98,Débito,0
2902,2248,2024-05-26,33.21,PayPal,0
2903,1721,2023-06-15,1.69,Tarjeta Crédito,0
2904,791,2024-06-27,27.01,Tarjeta Crédito,0
