user_id,pais,fecha_registro,canal_adquisicion
765,Chile,2023-04-23,Orgánico
766,México,2022-12-05,Referido
767,Colombia,2022-07-09,Orgánico
768,México,2023-01-06,Facebook
769,Chile,2024-01-11,Orgánico
770,México,2022-05-05,Facebook
771,Perú,2023-03-25,Facebook
772,Colombia,2022-09-14,Google Ads
773,Perú,2023-04-12,Google Ads
774,Colombia,2022-08-21,Orgánico
775,México,2023-02-12,Google Ads
776,México,2022-09-05,Facebook
777,Argentina,2022-05-31,Google Ads
778,Chile,2024-01-19,Orgánico
779,Argentina,2022-01-12,Referido
780,Argentina,2023-05-15,Orgánico
781,Colombia,2024-02-13,Referido
782,Perú,2023-07-18,Referido
783,México,2023-05-17,Facebook
784,México,2022-04-09,Facebook
785,Argentina,2023-04-06,Google Ads
786,Colombia,2023-01-07,Orgánico
787,Chile,2023-06-30,Google Ads
788,Argentina,2022-01-30,Facebook
789,México,2024-02-17,Referido
790,Chile,2023-10-05,Facebook
791,Argentina,2022-02-03,Google Ads
792,Argentina,2023-06-20,Facebook
793,Chile,2023-04-08,Facebook
794,Colombia,2022-06-19,Google Ads
795,México,2024-01-10,Google Ads
796,Perú,2022-05-14,Facebook
797,Perú,2023-07-31,Orgánico
798,México,2022-12-20,Google Ads
799,Chile,2022-02-23,Referido
800,Colombia,2022-01-02,Google Ads
801,Argentina,2022-07-27,Google Ads
802,Chile,2023-05-21,Orgánico
803,Argentina,2024-03-04,Google Ads
804,Chile,2023-10-06,Referido
805,Chile,2023-09-11,Referido
806,Argentina,2023-03-04,Referido
807,Chile,2023-07-18,Google Ads
808,Perú,2023-08-28,Referido
809,México,2022-03-16,Orgánico
810,México,2023-08-04,Referido
811,Colombia,2022-06-17,Facebook
812,Argentina,2023-01-06,Orgánico
813,Perú,2022-05-22,Orgánico
814,Colombia,2022-07-29,Google Ads
815,Colombia,2023-07-13,Referido
816,Argentina,2023-09-09,Facebook
817,Colombia,2023-08-05,Referido
818,Chile,2023-04-28,Google Ads
819,Perú,2023-12-07,Facebook
820,Colombia,2023-10-05,Referido
821,Colombia,2022-01-21,Orgánico
822,Perú,2022-01-14,Referido
823,Colombia,2022-02-24,Facebook
824,Colombia,2023-08-03,Referido
825,México,2022-03-09,Orgánico
826,Perú,2022-12-28,Facebook
827,Perú,2024-01-17,Referido
828,Colombia,2022-05-08,Google Ads
829,México,2022-04-12,Google Ads
830,México,2023-02-13,Referido
831,Perú,2022-11-07,Facebook
832,Perú,2022-12-25,Referido
833,Perú,2022-12-23,Orgánico
834,Perú,2023-07-13,Facebook
835,Colombia,2022-07-19,Referido
836,Chile,2023-12-20,Google Ads
837,Chile,2022-05-01,Referido
838,Colombia,2023-05-06,Orgánico
839,Chile,2023-08-14,Referido
840,Chile,2022-01-27,Referido
841,Colombia,2022-07-08,Referido
842,Argentina,2023-05-10,Google Ads
843,México,2022-11-15,Facebook
844,Chile,2023-09-25,Facebook
845,Chile,2022-07-17,Orgánico
846,Perú,2022-04-17,Orgánico
847,Perú,2024-03-01,Google Ads
848,Chile,2022-12-03,Referido
849,Argentina,2023-10-03,Google Ads
850,México,2022-11-18,Facebook
851,Perú,2023-05-08,Referido
852,Colombia,2022-07-30,Referido
853,Colombia,2024-03-06,Google Ads
854,Chile,2023-01-12,Facebook
855,Perú,2022-02-07,Orgánico
856,Colombia,2022-07-10,Facebook
857,Chile,2023-05-13,Orgánico
858,Chile,2024-03-04,Facebook
859,Argentina,2023-05-03,Orgánico
860,Argentina,2022-04-12,Google Ads
861,Argentina,2022-12-17,Facebook
862,Chile,2023-11-27,Orgánico
863,México,2022-10-04,Google Ads
864,Colombia,2024-02-20,Referido
865,Colombia,2023-11-30,Facebook
866,Argentina,2022-10-31,Referido
867,México,2023-10-09,Google Ads
868,Perú,2024-01-08,Facebook
869,Colombia,2024-02-08,Facebook
870,Chile,2023-01-08,Facebook
871,Chile,2022-02-06,Google Ads
872,Colombia,2023-07-28,Orgánico
873,Perú,2022-11-06,Google Ads
874,Colombia,2022-09-21,Google Ads
875,Perú,2022-05-25,Orgánico
876,Argentina,2023-07-05,Referido
877,Colombia,2023-08-14,Google Ads
878,Perú,2023-01-29,Orgánico
879,Colombia,2022-08-13,Orgánico
880,Argentina,2023-05-24,Facebook
881,Colombia,2023-01-21,Orgánico
882,Colombia,2022-03-16,Google Ads
883,Colombia,2023-07-23,Orgánico
884,Argentina,2022-12-21,Facebook
885,Perú,2024-01-03,Google Ads
886,Colombia,2023-12-03,Orgánico
887,Perú,2022-03-23,Orgánico
888,México,2024-03-04,Google Ads
889,Colombia,2023-07-05,Google Ads
890,Chile,2023-01-27,Orgánico
891,Argentina,2024-02-06,Google Ads
892,Colombia,2023-05-23,Orgánico
893,Argentina,2022-03-23,Google Ads
894,Colombia,2022-09-19,Orgánico
895,Chile,2022-09-24,Google Ads
896,Colombia,2022-12-02,Referido
897,Colombia,2022-06-30,Orgánico
898,Argentina,2022-05-20,Google Ads
899,Chile,2022-08-27,Orgánico
900,Chile,2022-08-04,Orgánico
901,Argentina,2023-07-28,Google Ads
902,Colombia,2023-09-12,Orgánico
903,México,2024-03-04,Facebook
904,México,2022-11-03,Google Ads
905,Perú,2023-02-18,Referido
906,Chile,2023-02-27,Orgánico
907,México,2022-03-04,Referido
908,Perú,2024-02-20,Google Ads
909,Chile,2023-06-09,Orgánico
910,Chile,2022-03-29,Facebook
911,Chile,2023-06-13,Orgánico
912,Chile,2022-11-12,Orgánico
913,Perú,2023-03-15,Orgánico
914,México,2022-01-14,Orgánico
915,Argentina,2022-10-24,Google Ads
916,Perú,2023-10-21,Orgánico
917,Perú,2023-11-16,Referido
918,Colombia,2022-09-16,Referido
919,México,2022-06-02,Google Ads
920,Chile,2023-12-16,Google Ads
921,Perú,2023-12-29,Orgánico
922,Perú,2023-02-15,Referido
923,Argentina,2023-09-25,Orgánico
924,México,2023-11-19,Google Ads
925,México,2022-05-01,Google Ads
926,Argentina,2022-01-02,Google Ads
927,Chile,2023-06-15,Referido
928,Perú,2022-12-06,Referido
929,Perú,2023-03-05,Facebook
930,México,2022-06-20,Facebook
931,Colombia,2022-03-22,Facebook
932,México,2023-12-30,Orgánico
933,Perú,2022-11-11,Facebook
934,México,2022-11-27,Facebook
935,Perú,2022-12-17,Facebook
936,Argentina,2022-12-29,Referido
937,México,2022-10-16,Facebook
938,Chile,2023-03-18,Orgánico
939,Colombia,2023-10-07,Facebook
940,Perú,2024-03-09,Facebook
941,Colombia,2022-06-03,Orgánico
942,Colombia,2022-02-02,Orgánico
943,Colombia,2022-05-20,Orgánico
944,Chile,2023-02-20,Google Ads
945,Chile,2022-03-24,Referido
946,Colombia,2023-01-29,Google Ads
947,Chile,2022-04-04,Referido
948,Chile,2022-10-07,Google Ads
949,Chile,2023-11-04,Orgánico
950,Perú,2023-08-10,Facebook
951,Colombia,2022-05-18,Facebook
952,Perú,2023-05-12,Google Ads
953,México,2023-07-14,Facebook
954,Colombia,2022-08-20,Google Ads
955,Perú,2023-07-19,Orgánico
956,Colombia,2023-08-05,Facebook
957,Chile,2022-10-13,Referido
958,Chile,2023-08-18,Orgánico
959,Chile,2022-04-18,Facebook
960,Argentina,2022-08-24,Orgánico
961,Colombia,2022-09-26,Facebook
962,Colombia,2022-06-05,Facebook
963,Argentina,2022-05-24,Orgánico
964,México,2023-07-01,Orgánico
965,Perú,2022-03-28,Google Ads
966,Chile,2024-03-08,Orgánico
967,Colombia,2022-06-06,Referido
968,Argentina,2022-04-09,Orgánico
969,Chile,2022-12-28,Referido
970,Argentina,2024-02-12,Facebook
971,Perú,2023-12-21,Google Ads
972,Chile,2022-05-20,Google Ads
973,México,2024-02-01,Facebook
974,Argentina,2022-06-07,Facebook
975,Chile,2023-06-26,Referido
976,México,2023-07-10,Orgánico
977,Colombia,2023-11-21,Google Ads
978,México,2022-04-30,Google Ads
979,Perú,2023-11-11,Google Ads
980,Chile,2022-08-10,Google Ads
981,Colombia,2022-04-30,Google Ads
982,México,2024-01-05,Facebook
983,México,2023-11-12,Facebook
984,Perú,2023-04-22,Google Ads
985,Colombia,2022-01-17,Orgánico
986,Chile,2022-06-27,Referido
987,Colombia,2022-11-15,Referido
988,Perú,2023-12-29,Orgánico
989,México,2023-03-04,Google Ads
990,México,2023-06-01,Facebook
991,México,2022-12-21,Facebook
992,Argentina,2022-07-26,Facebook
993,Chile,2023-08-19,Orgánico
994,México,2024-01-25,Facebook
995,Perú,2022-09-21,Google Ads
996,Argentina,2022-09-28,Google Ads
997,Argentina,2024-01-31,Google Ads
998,Argentina,2023-04-13,Referido
999,México,2023-04-18,Referido
1000,Chile,2023-01-02,Facebook
1001,Chile,2023-06-27,Google Ads
1002,Colombia,2023-04-05,Facebook
1003,Argentina,2022-02-14,Google Ads
1004,Chile,2022-04-23,Orgánico
1005,Argentina,2023-05-17,Google Ads
1006,Argentina,2023-01-10,Facebook
1007,Colombia,2022-01-14,Referido
1008,Colombia,2023-09-15,Referido
1009,Argentina,2024-02-29,Facebook
1010,Argentina,2022-06-11,Referido
1011,México,2022-08-24,Facebook
1012,Colombia,2023-05-20,Google Ads
1013,Chile,2022-06-22,Referido
1014,Colombia,2023-10-23,Orgánico
1015,Chile,2023-10-22,Google Ads
1016,Argentina,2024-02-11,Facebook
1017,Chile,2022-07-28,Google Ads
1018,Chile,2022-03-14,Google Ads
1019,Perú,2022-01-06,Referido
1020,Argentina,2023-11-08,Orgánico
1021,México,2022-09-22,Orgánico
1022,Perú,2023-10-05,Google Ads
1023,Perú,2022-09-09,Facebook
1024,Perú,2022-11-16,Orgánico
1025,México,2023-12-06,Referido
1026,Chile,2022-08-19,Google Ads
1027,Argentina,2022-09-05,Facebook
1028,México,2024-02-19,Facebook
1029,México,2022-09-05,Google Ads
1030,Perú,2022-09-01,Google Ads
1031,Chile,2024-03-06,Facebook
1032,Colombia,2022-01-21,Facebook
1033,Chile,2022-01-23,Facebook
1034,Argentina,2022-08-26,Facebook
1035,Colombia,2024-02-23,Referido
1036,Chile,2022-09-15,Facebook
1037,Chile,2023-12-26,Google Ads
1038,Chile,2022-05-06,Orgánico
1039,Perú,2023-05-16,Referido
1040,Perú,2022-08-03,Facebook
1041,Argentina,2022-06-17,Orgánico
1042,Chile,2023-09-18,Google Ads
1043,Perú,2024-02-07,Orgánico
1044,Argentina,2023-11-02,Referido
1045,Chile,2023-11-08,Orgánico
1046,Chile,2022-07-12,Referido
1047,Colombia,2022-04-08,Referido
1048,Argentina,2023-10-29,Orgánico
1049,México,2022-12-22,Google Ads
1050,Chile,2023-10-01,Facebook
1051,Argentina,2022-09-21,Orgánico
1052,Argentina,2022-12-01,Google Ads
1053,Colombia,2023-12-25,Google Ads
1054,México,2023-09-26,Referido
1055,Chile,2022-03-26,Facebook
1056,Perú,2023-10-16,Orgánico
1057,Perú,2023-09-30,Facebook
1058,Chile,2023-08-16,Referido
1059,Perú,2022-11-14,Google Ads
1060,Colombia,2023-05-03,Google Ads
1061,México,2022-09-07,Google Ads
1062,Chile,2022-04-13,Orgánico
1063,Colombia,2022-05-05,Orgánico
1064,Colombia,2023-08-29,Orgánico
1065,Chile,2022-01-01,Referido
1066,Argentina,2024-03-08,Facebook
1067,Colombia,2023-11-21,Facebook
1068,Perú,2023-05-30,Google Ads
1069,Perú,2022-08-10,Facebook
1070,Chile,2023-01-13,Google Ads
1071,México,2023-12-02,Google Ads
1072,Chile,2023-12-19,Facebook
1073,Colombia,2022-01-30,Google Ads
1074,Chile,2022-01-02,Referido
1075,Perú,2022-04-06,Facebook
1076,Argentina,2023-04-08,Orgánico
1077,Perú,2023-10-26,Facebook
1078,Chile,2023-03-10,Facebook
1079,Colombia,2022-07-29,Referido
1080,Perú,2023-04-08,Orgánico
1081,Argentina,2022-12-11,Google Ads
1082,Argentina,2022-12-12,Referido
1083,México,2022-09-19,Facebook
1084,Chile,2023-06-06,Referido
1085,Argentina,2022-11-18,Orgánico
1086,Argentina,2023-11-24,Referido
1087,México,2022-12-12,Referido
1088,México,2022-03-14,Google Ads
1089,Perú,2023-12-01,Referido
1090,Colombia,2022-03-19,Google Ads
1091,Perú,2022-09-22,Google Ads
1092,México,2022-04-16,Orgánico
1093,Colombia,2022-12-20,Referido
1094,México,2023-01-14,Referido
1095,Perú,2022-06-25,Referido
1096,Perú,2023-12-19,Google Ads
1097,México,2023-03-28,Facebook
1098,México,2022-08-15,Orgánico
1099,Argentina,2024-03-06,Facebook
1100,Colombia,2022-10-06,Orgánico
1101,México,2023-09-18,Google Ads
1102,México,2023-01-29,Facebook
1103,Colombia,2022-03-03,Referido
1104,Chile,2023-03-17,Facebook
1105,México,2023-06-22,Google Ads
1106,Chile,2022-11-28,Facebook
1107,Argentina,2022-05-29,Facebook
1108,Argentina,2023-03-06,Orgánico
1109,México,2023-04-07,Google Ads
1110,Chile,2022-01-08,Orgánico
1111,Argentina,2023-06-13,Orgánico
1112,Colombia,2022-02-13,Referido
1113,Argentina,2023-12-22,Facebook
1114,Argentina,2022-11-19,Facebook
1115,Argentina,2023-08-26,Orgánico
1116,Perú,2022-12-18,Facebook
1117,México,2023-06-03,Google Ads
1118,Perú,2022-04-13,Referido
1119,Chile,2022-03-27,Referido
1120,Perú,2023-07-28,Facebook
1121,México,2022-08-29,Facebook
1122,Perú,2023-02-02,Referido
1123,Chile,2022-03-30,Orgánico
1124,Argentina,2023-05-10,Google Ads
1125,Perú,2024-03-03,Facebook
1126,Chile,2024-02-26,Facebook
1127,Argentina,2023-09-15,Facebook
1128,México,2022-05-30,Orgánico
1129,Argentina,2022-08-23,Referido
1130,Perú,2022-02-20,Facebook
1131,México,2022-11-19,Referido
1132,Colombia,2022-07-13,Facebook
1133,México,2022-12-29,Google Ads
1134,Argentina,2022-05-03,Referido
1135,Chile,2023-12-06,Orgánico
1136,México,2024-02-15,Facebook
1137,Perú,2022-06-02,Orgánico
1138,Colombia,2023-04-04,Facebook
1139,Chile,2023-04-15,Google Ads
1140,Argentina,2023-05-30,Orgánico
1141,Chile,2022-08-25,Orgánico
1142,Chile,2023-07-19,Facebook
1143,México,2022-03-15,Google Ads
1144,Colombia,2023-06-07,Google Ads
1145,México,2023-08-18,Google Ads
1146,Chile,2024-01-18,Orgánico
1147,Colombia,2022-10-25,Orgánico
1148,Argentina,2022-06-25,Referido
1149,Argentina,2023-08-15,Google Ads
1150,México,2022-08-09,Facebook
1151,Colombia,2022-10-14,Referido
1152,México,2023-03-07,Orgánico
1153,Colombia,2022-12-24,Google Ads
1154,Argentina,2022-05-25,Orgánico
1155,Colombia,2023-11-16,Orgánico
1156,Colombia,2022-10-24,Referido
1157,México,2023-02-14,Referido
1158,Chile,2022-07-17,Referido
1159,México,2022-06-29,Google Ads
1160,Colombia,2022-02-11,Orgánico
1161,Chile,2023-04-26,Referido
1162,México,2022-07-01,Facebook
1163,Colombia,2023-02-25,Orgánico
1164,Argentina,2023-08-08,Referido
1165,Perú,2022-11-23,Orgánico
1166,Argentina,2022-06-19,Facebook
1167,Perú,2024-03-01,Facebook
1168,Chile,2022-01-11,Facebook
1169,Perú,2024-01-12,Google Ads
1170,Perú,2023-04-30,Google Ads
1171,Colombia,2022-08-18,Referido
1172,Argentina,2022-10-11,Orgánico
1173,Chile,2023-08-31,Orgánico
1174,Perú,2022-10-24,Facebook
1175,Colombia,2023-01-06,Google Ads
1176,Argentina,2022-10-22,Facebook
1177,Perú,2022-06-28,Orgánico
1178,Chile,2023-07-08,Google Ads
1179,Colombia,2022-06-12,Facebook
1180,Argentina,2023-06-18,Orgánico
1181,Perú,2023-10-06,Orgánico
1182,Chile,2024-01-22,Google Ads
1183,Argentina,2023-09-25,Referido
1184,México,2023-08-03,Facebook
1185,Chile,2023-03-07,Facebook
1186,Chile,2023-02-02,Google Ads
1187,Chile,2023-12-01,Referido
1188,Perú,2022-01-10,Referido
1189,Chile,2024-01-26,Facebook
1190,Argentina,2022-08-31,Facebook
1191,Colombia,2023-04-12,Google Ads
1192,Perú,2022-02-24,Orgánico
1193,Perú,2022-01-04,Orgánico
1194,Chile,2023-06-26,Google Ads
1195,México,2022-10-23,Referido
1196,Argentina,2022-04-06,Orgánico
1197,Argentina,2023-06-17,Referido
1198,Colombia,2023-09-14,Facebook
1199,Colombia,2024-01-12,Referido
1200,Colombia,2022-05-28,Facebook
1201,Perú,2023-12-12,Facebook
1202,Colombia,2023-08-16,Orgánico
1203,Perú,2022-02-12,Orgánico
1204,Colombia,2022-01-29,Facebook
1205,Perú,2022-11-16,Facebook
1206,Argentina,2022-08-30,Google Ads
1207,Chile,2023-11-25,Referido
1208,Argentina,2023-04-08,Google Ads
1209,Colombia,2022-12-10,Referido
1210,Perú,2022-01-04,Facebook
1211,Colombia,2023-11-26,Facebook
1212,Colombia,2022-02-11,Referido
1213,Argentina,2022-12-24,Referido
1214,Argentina,2023-08-01,Orgánico
1215,Colombia,2022-03-28,Google Ads
1216,Chile,2023-10-29,Google Ads
1217,México,2023-12-09,Referido
1218,Perú,2022-04-15,Referido
1219,Argentina,2023-01-29,Referido
1220,México,2024-02-29,Google Ads
1221,Perú,2023-04-08,Orgánico
1222,Colombia,2022-05-06,Referido
1223,México,2022-10-24,Orgánico
1224,México,2023-08-17,Orgánico
1225,Chile,2024-01-12,Referido
1226,Chile,2022-01-28,Orgánico
1227,Argentina,2022-07-26,Facebook
1228,Chile,2022-01-19,Facebook
1229,Chile,2023-02-11,Referido
1230,Perú,2023-06-04,Orgánico
1231,Perú,2023-03-19,Google Ads
1232,México,2024-02-17,Facebook
1233,Chile,2022-02-14,Google Ads
1234,México,2022-10-26,Referido
1235,Perú,2024-01-13,Orgánico
1236,Perú,2022-11-07,Facebook
1237,Colombia,2023-04-13,Referido
1238,México,2023-01-27,Google Ads
1239,México,2022-11-03,Google Ads
1240,Chile,2022-11-09,Google Ads
1241,México,2022-05-15,Google Ads
1242,Chile,2023-08-13,Facebook
1243,Argentina,2023-09-01,Facebook
1244,Argentina,2022-08-24,Google Ads
1245,Argentina,2022-07-19,Referido
1246,Argentina,2022-02-25,Google Ads
1247,Perú,2023-05-22,Referido
1248,México,2022-09-26,Orgánico
1249,Perú,2023-03-15,Facebook
1250,Argentina,2022-02-16,Facebook
1251,Perú,2023-07-20,Google Ads
1252,Colombia,2023-11-14,Orgánico
1253,Chile,2023-02-12,Orgánico
1254,Perú,2023-07-12,Referido
1255,Argentina,2023-11-18,Facebook
1256,Colombia,2023-05-29,Orgánico
1257,México,2024-03-05,Referido
1258,Perú,2023-12-04,Google Ads
1259,Perú,2022-09-03,Referido
1260,Perú,2022-09-10,Google Ads
1261,Argentina,2023-08-27,Referido
1262,México,2022-02-25,Orgánico
1263,Perú,2023-11-13,Referido
1264,México,2023-10-04,Referido
1265,Chile,2024-02-27,Google Ads
1266,Argentina,2022-03-30,Facebook
1267,Colombia,2024-01-31,Referido
1268,Colombia,2023-06-11,Google Ads
1269,Argentina,2023-09-27,Google Ads
1270,México,2022-12-05,Orgánico
1271,México,2023-04-29,Google Ads
1272,México,2022-04-12,Referido
1273,Chile,2022-06-06,Google Ads
1274,México,2023-01-14,Google Ads
1275,México,2023-01-13,Orgánico
1276,México,2023-06-10,Referido
1277,México,2023-05-31,Google Ads
1278,México,2023-02-08,Facebook
1279,Colombia,2023-03-14,Orgánico
1280,Perú,2023-10-16,Facebook
1281,Chile,2023-09-16,Google Ads
1282,Argentina,2022-06-30,Facebook
1283,Perú,2023-03-23,Orgánico
1284,Argentina,2023-11-28,Google Ads
1285,México,2023-10-21,Referido
1286,Perú,2022-01-08,Referido
1287,Chile,2024-02-19,Referido
1288,Argentina,2022-06-28,Facebook
1289,Perú,2022-07-15,Facebook
1290,Perú,2023-01-31,Facebook
1291,México,2023-06-05,Facebook
1292,Perú,2023-08-30,Facebook
1293,Colombia,2023-12-17,Facebook
1294,México,2022-07-21,Referido
1295,Argentina,2022-02-19,Referido
1296,Argentina,2024-01-17,Orgánico
1297,Chile,2022-03-27,Google Ads
1298,México,2022-01-19,Facebook
1299,México,2022-11-29,Google Ads
1300,Argentina,2023-08-26,Facebook
1301,Perú,2022-04-23,Google Ads
1302,Chile,2022-04-11,Orgánico
1303,Colombia,2023-09-15,Facebook
1304,Colombia,2022-10-30,Facebook
1305,Colombia,2023-02-28,Facebook
1306,Perú,2024-02-02,Facebook
1307,Colombia,2022-03-15,Google Ads
1308,México,2023-03-05,Facebook
1309,Argentina,2022-09-23,Google Ads
1310,Chile,2022-09-03,Facebook
1311,Colombia,2022-08-08,Google Ads
1312,Colombia,2023-08-12,Referido
1313,Chile,2023-05-31,Facebook
1314,Colombia,2023-02-11,Google Ads
1315,Colombia,2022-02-08,Orgánico
1316,Perú,2022-12-13,Referido
1317,México,2023-06-20,Orgánico
1318,Perú,2022-01-17,Referido
1319,México,2022-11-21,Referido
1320,Chile,2023-05-20,Facebook
1321,Perú,2022-06-04,Facebook
1322,Chile,2024-02-23,Referido
1323,Chile,2023-06-21,Facebook
1324,México,2023-04-22,Facebook
1325,Chile,2023-04-05,Facebook
1326,Chile,2022-11-07,Facebook
1327,Perú,2022-04-25,Referido
1328,Colombia,2023-05-22,Facebook
1329,Colombia,2022-01-30,Facebook
1330,Chile,2022-03-03,Orgánico
1331,Argentina,2023-04-01,Google Ads
1332,Chile,2022-02-11,Orgánico
1333,Argentina,2023-10-30,Google Ads
1334,Perú,2022-05-29,Referido
1335,Chile,2023-07-22,Referido
1336,Chile,2023-08-15,Referido
1337,Perú,2023-01-12,Facebook
1338,Chile,2022-01-01,Referido
1339,Argentina,2023-10-08,Orgánico
1340,México,2022-08-28,Facebook
1341,Perú,2022-02-16,Google Ads
1342,Colombia,2022-09-08,Google Ads
1343,Colombia,2023-03-26,Referido
1344,Argentina,2024-01-23,Orgánico
1345,Chile,2023-09-09,Referido
1346,Chile,2024-01-23,Google Ads
1347,Perú,2023-01-24,Orgánico
1348,Argentina,2022-10-03,Orgánico
1349,Colombia,2022-07-22,Orgánico
1350,Chile,2023-11-21,Facebook
1351,Argentina,2023-11-21,Google Ads
1352,Colombia,2022-02-11,Orgánico
1353,Colombia,2022-06-28,Facebook
1354,Argentina,2023-07-01,Orgánico
1355,Colombia,2023-03-05,Referido
1356,Colombia,2023-09-30,Facebook
1357,Chile,2023-09-29,Referido
1358,Colombia,2023-03-25,Orgánico
1359,Perú,2022-04-30,Google Ads
1360,Perú,2023-02-10,Referido
1361,Colombia,2022-05-16,Google Ads
1362,Argentina,2023-04-20,Referido
1363,Chile,2023-07-30,Google Ads
1364,Argentina,2022-07-16,Referido
1365,México,2023-10-13,Orgánico
1366,México,2022-03-08,Referido
1367,Chile,2024-02-02,Orgánico
1368,Chile,2022-04-29,Facebook
1369,Argentina,2023-02-09,Facebook
1370,México,2023-10-11,Orgánico
1371,Chile,2023-06-27,Google Ads
1372,Argentina,2022-09-12,Facebook
1373,Perú,2024-01-20,Referido
1374,Colombia,2022-02-10,Referido
1375,Chile,2023-04-02,Referido
1376,México,2023-05-04,Google Ads
1377,Colombia,2023-09-02,Facebook
1378,Perú,2022-01-07,Google Ads
1379,Perú,2023-01-20,Referido
1380,Chile,2023-03-07,Google Ads
1381,Colombia,2023-04-21,Referido
1382,Perú,2023-09-29,Orgánico
1383,Colombia,2022-11-16,Orgánico
1384,Colombia,2023-03-28,Facebook
1385,Colombia,2022-10-16,Facebook
1386,Chile,2024-02-15,Orgánico
1387,Perú,2023-03-21,Google Ads
1388,Argentina,2022-05-29,Orgánico
1389,México,2023-01-07,Referido
1390,Colombia,2022-05-02,Google Ads
1391,Chile,2023-05-28,Orgánico
1392,Perú,2022-11-21,Referido
1393,Colombia,2022-08-28,Facebook
1394,Colombia,2023-07-15,Facebook
1395,Perú,2022-10-13,Facebook
1396,Colombia,2023-08-29,Orgánico
1397,Perú,2023-01-23,Google Ads
1398,México,2024-02-27,Facebook
1399,Argentina,2023-12-07,Google Ads
1400,Chile,2023-11-09,Orgánico
1401,Chile,2024-02-21,Orgánico
1402,Colombia,2023-04-12,Facebook
1403,Perú,2023-03-07,Google Ads
1404,Perú,2023-10-09,Google Ads
1405,Colombia,2024-03-09,Google Ads
1406,Argentina,2022-07-05,Orgánico
1407,Chile,2023-12-28,Google Ads
1408,Colombia,2023-05-25,Orgánico
1409,Colombia,2023-03-15,Facebook
1410,Colombia,2023-11-19,Orgánico
1411,Chile,2023-12-04,Facebook
1412,Chile,2023-10-10,Google Ads
1413,Argentina,2022-03-03,Orgánico
1414,Colombia,2022-12-25,Google Ads
1415,México,2023-12-01,Orgánico
1416,México,2022-06-03,Google Ads
1417,México,2022-02-18,Referido
1418,Chile,2023-04-08,Google Ads
1419,Colombia,2023-09-20,Google Ads
1420,Chile,2022-04-21,Referido
1421,Argentina,2022-10-31,Orgánico
1422,Argentina,2022-08-09,Orgánico
1423,Colombia,2022-12-08,Referido
1424,Chile,2022-11-12,Referido
1425,Colombia,2022-12-30,Facebook
1426,Chile,2023-05-11,Facebook
1427,Argentina,2024-01-26,Referido
1428,México,2022-05-12,Google Ads
1429,Perú,2023-02-16,Google Ads
1430,Argentina,2022-11-26,Facebook
1431,Perú,2022-05-22,Orgánico
1432,Perú,2022-12-09,Google Ads
1433,Colombia,2024-02-24,Orgánico
1434,Perú,2023-12-18,Referido
1435,Argentina,2023-05-10,Orgánico
1436,Chile,2022-02-27,Google Ads
1437,Colombia,2022-03-27,Referido
1438,Chile,2023-01-01,Orgánico
1439,Argentina,2023-06-27,Referido
1440,Perú,2022-08-19,Facebook
1441,México,2023-04-06,Referido
1442,Chile,2022-12-20,Google Ads
1443,Chile,2023-10-27,Referido
1444,Perú,2022-09-23,Google Ads
1445,México,2023-05-04,Referido
1446,Perú,2022-08-06,Referido
1447,Argentina,2023-06-18,Referido
1448,Colombia,2022-10-14,Referido
1449,Colombia,2023-07-21,Orgánico
1450,Perú,2022-12-09,Referido
1451,Argentina,2024-02-04,Facebook
1452,Perú,2023-10-22,Referido
1453,Chile,2023-08-05,Orgánico
1454,Argentina,2022-01-21,Facebook
1455,Colombia,2022-06-19,Referido
1456,Chile,2023-05-22,Orgánico
1457,Perú,2022-12-27,Google Ads
1458,Perú,2022-11-02,Google Ads
1459,Chile,2022-10-08,Referido
1460,Colombia,2023-04-29,Orgánico
1461,México,2023-08-31,Referido
1462,Perú,2022-03-25,Orgánico
1463,Perú,2023-06-28,Orgánico
1464,Perú,2023-09-23,Google Ads
1465,Colombia,2022-06-07,Orgánico
1466,Perú,2022-01-11,Facebook
1467,Chile,2022-06-12,Facebook
1468,Chile,2022-07-04,Google Ads
1469,Perú,2023-03-25,Facebook
1470,México,2022-09-12,Referido
1471,Colombia,2022-09-02,Google Ads
1472,México,2023-03-16,Orgánico
1473,Colombia,2022-08-04,Orgánico
1474,Argentina,2023-01-18,Google Ads
1475,Perú,2022-03-02,Referido
1476,Perú,2022-02-09,Facebook
1477,Colombia,2022-03-20,Facebook
1478,Colombia,2023-04-24,Referido
1479,Argentina,2023-04-05,Google Ads
1480,Perú,2023-11-01,Orgánico
1481,Perú,2023-10-14,Google Ads
1482,Argentina,2022-08-03,Referido
1483,Chile,2022-11-25,Google Ads
1484,Chile,2022-07-26,Facebook
1485,Colombia,2022-03-16,Orgánico
1486,Perú,2023-11-17,Orgánico
1487,Colombia,2022-02-08,Referido
1488,Perú,2023-12-23,Orgánico
1489,Chile,2024-01-13,Google Ads
1490,México,2022-05-21,Facebook
1491,Argentina,2022-02-27,Referido
1492,Chile,2023-01-12,Google Ads
1493,Argentina,2022-01-13,Google Ads
1494,Chile,2023-10-05,Orgánico
1495,Colombia,2023-03-09,Facebook
1496,México,2022-10-19,Google Ads
1497,Chile,2023-10-17,Google Ads
1498,Argentina,2023-10-10,Google Ads
1499,Argentina,2023-11-15,Google Ads
