user_id,fecha_evento,tipo_evento,dispositivo
749,2024-06-29,compra,Android
749,2023-02-03,compra,Android
750,2024-02-15,cancelacion,Web
750,2023-04-08,compra,iOS
750,2024-01-13,login,Android
750,2023-09-06,login,Web
750,2024-06-09,compra,Web
750,2024-03-03,cancelacion,iOS
750,2023-09-27,compra,iOS
750,2024-06-29,login,iOS
751,2024-06-22,compra,iOS
751,2023-12-02,login,Web
751,2023-04-06,login,iOS
751,2024-03-21,login,Android
752,2023-09-12,cancelacion,Android
752,2024-02-18,login,Android
752,2023-04-25,compra,Web
753,2023-05-10,login,Android
753,2024-07-11,login,Android
753,2023-07-07,compra,Web
753,2024-06-17,compra,Web
753,2023-04-19,compra,Web
753,2023-04-01,login,Android
754,2023-12-18,login,Android
754,2023-09-02,login,Web
755,2023-10-04,login,iOS
755,2023-01-31,cancelacion,iOS
755,2023-08-02,compra,Web
755,2023-11-16,login,Android
756,2023-09-28,compra,Web
756,2024-08-12,login,Android
756,2024-07-02,compra,Web
757,2023-06-15,compra,Android
757,2024-05-16,compra,Web
757,2023-06-06,login,Android
758,2023-03-30,login,Web
758,2023-11-10,compra,iOS
758,2023-12-26,compra,Android
758,2024-06-15,login,Android
758,2024-07-13,compra,Android
758,2023-07-07,compra,iOS
758,2024-08-10,login,iOS
758,2023-10-11,compra,Android
758,2023-08-18,login,iOS
759,2023-10-03,login,iOS
759,2024-02-19,compra,iOS
759,2024-06-15,login,iOS
760,2023-02-03,login,Android
760,2023-12-31,login,Android
760,2023-12-12,cancelacion,Web
760,2024-08-04,login,Android
760,2024-06-15,compra,Web
761,2023-12-10,login,Android
761,2024-07-11,login,Android
761,2023-12-21,login,Android
761,2024-04-15,login,Android
761,2023-12-09,compra,iOS
762,2024-04-22,login,iOS
762,2024-03-26,login,iOS
762,2023-05-16,login,Web
762,2024-07-27,compra,Web
762,2023-01-13,login,Android
763,2023-01-08,login,Web
763,2023-04-28,compra,iOS
764,2024-05-18,login,Web
764,2023-11-17,login,iOS
764,2024-08-10,compra,Android
765,2024-03-10,compra,Web
765,2023-04-12,login,Web
765,2024-02-19,login,iOS
765,2023-04-24,login,Web
765,2023-03-29,login,iOS
766,2023-10-30,login,Android
766,2023-12-22,login,Web
766,2024-07-11,compra,Android
766,2023-01-31,login,Web
766,2024-05-28,login,Android
766,2024-03-11,compra,Android
766,2023-05-23,login,Android
767,2023-02-05,compra,Web
767,2024-03-02,login,Web
767,2024-02-26,compra,Web
767,2024-07-16,compra,iOS
767,2023-11-04,login,iOS
767,2024-03-24,cancelacion,Android
767,2023-05-28,cancelacion,Web
767,2024-01-20,login,iOS
767,2023-01-27,login,Android
767,2023-04-03,login,Web
768,2024-04-26,compra,iOS
768,2024-01-13,compra,iOS
768,2023-11-09,login,iOS
768,2023-01-15,compra,Web
769,2023-09-25,login,iOS
769,2024-03-12,login,Web
769,2023-11-06,login,Web
769,2023-02-20,login,Android
769,2023-11-17,compra,Android
769,2023-08-16,login,iOS
769,2023-04-10,compra,iOS
770,2023-11-10,compra,Android
770,2024-03-03,compra,iOS
770,2024-04-28,login,Android
771,2023-10-31,login,iOS
771,2024-02-24,login,Android
771,2023-11-27,login,Web
771,2024-04-29,login,iOS
771,2024-07-11,login,Android
771,2024-02-09,compra,Web
772,2023-10-17,compra,iOS
772,2024-05-04,login,Android
772,2024-06-15,compra,Android
772,2023-07-21,login,Web
773,2023-11-25,compra,Web
773,2024-04-19,login,iOS
773,2023-10-06,login,iOS
774,2024-04-15,login,Web
774,2023-01-31,login,Web
774,2023-05-23,login,iOS
774,2023-01-14,login,Android
774,2023-07-31,compra,Android
774,2024-04-06,compra,Web
775,2023-04-29,login,iOS
775,2023-08-20,login,Android
775,2024-03-16,login,Web
775,2023-04-01,login,Web
775,2024-02-12,compra,iOS
776,2023-03-18,cancelacion,Web
776,2023-10-05,login,Web
776,2024-07-04,login,iOS
776,2024-04-18,compra,Android
776,2023-02-28,compra,iOS
776,2023-07-25,login,Web
777,2023-10-09,compra,Android
777,2023-02-24,compra,iOS
777,2024-02-16,login,Web
778,2024-05-19,login,Web
778,2023-01-17,login,Web
778,2023-07-16,login,iOS
778,2023-09-07,cancelacion,Web
778,2023-08-24,compra,Android
778,2024-04-23,compra,Android
778,2024-02-21,compra,Android
779,2023-11-05,compra,iOS
779,2024-07-05,compra,Android
779,2023-01-01,compra,Web
779,2024-01-31,login,Android
780,2023-04-07,login,iOS
780,2023-09-29,compra,Android
780,2023-06-14,login,Android
781,2024-06-30,login,iOS
781,2023-12-26,compra,Web
781,2024-01-01,cancelacion,Web
781,2024-01-22,login,Web
782,2024-03-18,compra,Android
782,2023-01-09,compra,iOS
782,2024-01-23,cancelacion,Web
782,2023-02-11,login,iOS
782,2024-02-08,compra,iOS
783,2024-02-26,login,iOS
783,2023-02-02,login,Web
783,2024-03-04,login,iOS
783,2023-08-25,login,iOS
784,2024-05-22,compra,Web
784,2023-05-25,cancelacion,Web
784,2023-12-13,login,Android
784,2024-03-05,compra,Android
784,2023-01-06,login,iOS
784,2023-04-28,compra,iOS
785,2023-05-13,compra,Web
785,2024-02-15,login,Web
785,2023-01-09,cancelacion,Android
785,2023-12-31,login,Web
785,2023-07-24,login,iOS
785,2023-05-16,login,Android
785,2024-07-13,login,Android
785,2023-12-25,compra,Web
785,2024-07-01,login,iOS
785,2024-04-06,login,iOS
786,2023-11-20,login,Web
786,2023-11-24,login,iOS
786,2023-03-22,login,Android
787,2024-02-01,compra,Web
787,2023-04-07,login,Web
787,2023-05-23,compra,iOS
787,2023-06-23,compra,iOS
787,2024-07-01,login,Web
787,2023-07-01,compra,iOS
787,2023-10-05,compra,Web
787,2024-04-15,login,Android
787,2024-08-09,login,iOS
788,2024-02-11,login,iOS
788,2023-02-27,compra,iOS
788,2023-12-13,compra,Android
788,2023-12-19,login,iOS
788,2023-01-21,login,iOS
788,2024-05-24,compra,iOS
788,2023-04-08,login,Web
789,2024-02-03,compra,Web
789,2023-05-17,compra,Android
789,2024-08-13,login,Web
789,2023-12-07,login,iOS
790,2024-07-19,compra,iOS
790,2023-03-05,compra,iOS
790,2024-07-11,login,Android
790,2023-11-21,compra,iOS
790,2023-08-23,compra,Web
791,2023-04-02,cancelacion,Web
791,2023-10-16,login,Web
791,2023-07-02,login,Web
791,2024-05-30,login,Android
791,2023-01-20,login,Android
791,2024-02-12,login,iOS
792,2023-05-31,compra,Web
792,2023-05-07,login,Web
792,2024-05-26,cancelacion,Android
792,2024-07-22,login,iOS
792,2023-11-07,login,Web
792,2023-06-19,login,iOS
792,2024-02-24,compra,iOS
792,2023-05-22,compra,Android
792,2023-03-24,login,Web
793,2023-02-18,login,iOS
793,2023-04-14,compra,Web
793,2023-01-28,compra,Web
794,2023-09-10,compra,iOS
794,2023-08-02,login,Android
794,2023-04-29,compra,Web
795,2023-10-13,login,Web
795,2023-01-10,login,Android
795,2023-11-01,login,iOS
795,2023-08-04,compra,Web
795,2024-07-05,login,Android
796,2023-06-27,login,iOS
796,2023-02-23,login,iOS
796,2023-10-01,login,iOS
796,2024-06-10,compra,iOS
796,2024-03-15,login,Web
796,2023-07-12,cancelacion,iOS
796,2023-02-14,compra,Android
797,2024-03-06,login,iOS
797,2023-09-25,login,Android
797,2023-12-21,compra,iOS
797,2023-09-27,login,Web
797,2023-07-17,login,Web
798,2024-05-30,compra,Web
798,2024-07-29,compra,Web
798,2023-04-10,cancelacion,Web
798,2023-12-06,login,Web
798,2023-08-20,login,iOS
798,2024-08-20,compra,Android
799,2024-01-05,login,Web
799,2023-01-16,login,Android
799,2023-06-12,login,iOS
799,2023-12-14,compra,Android
800,2023-03-06,login,iOS
800,2024-02-19,compra,Web
800,2023-09-03,compra,Android
800,2023-02-09,login,Web
800,2023-09-09,compra,iOS
800,2023-02-25,login,Web
800,2024-04-19,login,iOS
801,2023-08-22,login,iOS
801,2023-02-06,login,iOS
801,2023-06-14,login,Android
801,2023-10-28,compra,Web
801,2023-08-21,compra,iOS
802,2024-06-29,login,iOS
802,2023-04-26,compra,iOS
802,2023-08-14,compra,Web
802,2024-02-28,login,Web
802,2024-01-09,login,Android
802,2023-12-08,login,Android
803,2023-06-18,login,Web
803,2023-01-10,login,iOS
803,2023-06-04,compra,iOS
803,2024-03-21,login,iOS
804,2023-05-12,login,iOS
804,2023-05-15,compra,Web
804,2023-07-07,compra,Android
805,2023-04-15,login,Android
805,2024-01-07,login,iOS
805,2023-12-12,login,iOS
805,2023-02-10,compra,iOS
805,2023-06-04,login,Android
805,2023-02-27,cancelacion,Android
805,2023-04-25,login,Android
806,2024-03-11,compra,iOS
806,2023-02-11,compra,iOS
806,2023-03-07,compra,Web
806,2023-06-18,compra,Android
806,2024-02-22,compra,Android
807,2024-01-14,login,Web
807,2023-11-23,cancelacion,Android
807,2023-10-23,login,Android
807,2023-03-04,compra,Android
807,2024-04-05,login,Android
807,2024-06-28,compra,iOS
807,2023-04-02,compra,Android
807,2024-05-06,compra,Web
807,2023-07-30,compra,iOS
807,2023-11-09,login,Web
807,2023-12-24,login,iOS
808,2023-09-14,login,Android
808,2024-04-10,login,iOS
808,2024-05-27,compra,Web
808,2023-06-19,compra,iOS
808,2024-08-18,login,Web
808,2023-03-27,login,Android
809,2024-03-05,login,iOS
809,2024-02-01,login,iOS
809,2024-04-20,compra,Web
809,2023-01-12,login,Android
809,2023-06-06,login,Android
809,2023-11-29,login,Web
809,2024-04-11,compra,Android
809,2023-02-15,login,Web
809,2024-07-16,login,iOS
809,2023-11-15,login,iOS
809,2024-04-18,login,Web
810,2024-08-01,compra,iOS
810,2024-06-04,login,iOS
810,2024-07-26,login,iOS
810,2024-07-26,login,Web
810,2024-01-06,compra,Android
811,2023-11-22,login,Android
811,2024-06-11,compra,iOS
811,2023-08-10,login,Android
811,2024-03-23,login,Android
811,2023-07-28,compra,iOS
811,2023-10-09,login,iOS
811,2023-12-22,compra,Android
812,2024-05-04,login,iOS
812,2023-06-04,compra,iOS
812,2024-06-09,login,Web
812,2024-07-20,login,Web
813,2024-05-25,login,Android
813,2024-01-03,login,Android
813,2023-07-18,login,Web
813,2023-08-02,login,Android
814,2023-04-20,compra,iOS
814,2024-05-01,compra,Web
814,2023-02-03,login,iOS
815,2023-08-02,login,Web
815,2024-01-02,login,iOS
816,2023-06-16,compra,Web
816,2024-08-16,cancelacion,Android
816,2023-01-29,login,Android
817,2024-07-01,login,iOS
817,2024-05-27,login,Android
818,2024-06-18,compra,iOS
818,2023-05-14,login,iOS
818,2024-08-03,compra,iOS
818,2023-02-25,login,iOS
818,2023-01-08,login,Android
818,2023-05-03,login,Web
818,2023-03-09,compra,Android
819,2023-10-15,compra,Web
819,2023-05-04,compra,Android
819,2023-11-15,login,iOS
819,2024-04-04,login,iOS
819,2024-03-16,compra,iOS
819,2023-02-25,login,Android
820,2023-09-22,login,Android
820,2023-05-16,compra,Web
820,2023-03-28,compra,Web
820,2023-06-11,login,Web
820,2023-05-28,compra,Web
820,2024-04-24,compra,Android
821,2023-09-07,compra,Web
821,2023-10-03,login,iOS
821,2023-01-21,login,Web
822,2023-12-21,login,Web
822,2023-04-26,login,Web
822,2023-11-15,login,Web
822,2023-07-10,login,iOS
822,2023-04-11,compra,iOS
823,2023-01-31,login,Web
823,2023-11-30,compra,iOS
823,2024-05-21,compra,iOS
823,2024-01-05,compra,Web
823,2023-04-12,compra,iOS
823,2023-03-03,login,iOS
823,2024-03-14,login,Android
823,2023-02-13,login,Android
824,2023-11-09,cancelacion,Web
824,2024-01-24,login,Android
824,2023-05-17,compra,Android
824,2024-07-04,login,Android
824,2024-03-16,login,iOS
824,2023-01-20,login,iOS
824,2023-01-15,compra,Web
824,2023-11-01,login,iOS
824,2024-02-21,login,Web
824,2024-04-06,login,iOS
825,2024-02-25,cancelacion,iOS
825,2023-09-15,compra,Android
825,2023-02-09,compra,Android
825,2024-04-04,compra,iOS
825,2024-03-27,login,Android
825,2024-08-15,login,Web
825,2023-11-27,login,Web
825,2023-05-07,login,Android
826,2024-08-21,login,iOS
826,2024-03-07,login,Web
826,2024-06-22,compra,Android
826,2023-12-26,login,iOS
826,2023-05-31,compra,Web
826,2023-05-23,login,Android
827,2024-01-24,login,iOS
827,2024-04-14,compra,Android
827,2023-11-20,compra,iOS
828,2023-07-08,login,Web
828,2024-05-30,login,Android
828,2023-02-27,login,Web
828,2024-04-12,compra,iOS
828,2024-01-14,compra,iOS
828,2023-10-05,compra,Android
828,2023-05-17,login,iOS
828,2024-08-22,compra,Android
828,2023-07-27,compra,iOS
829,2024-04-19,login,iOS
829,2023-08-12,compra,Web
829,2023-01-03,compra,iOS
829,2023-09-20,login,Android
829,2023-05-22,login,Android
829,2023-03-30,login,Web
829,2023-07-16,compra,Web
830,2024-03-03,compra,Android
830,2024-02-24,login,iOS
830,2024-03-26,login,iOS
831,2023-10-07,cancelacion,iOS
831,2024-06-15,login,iOS
831,2023-07-03,login,iOS
832,2024-05-07,login,iOS
832,2023-05-07,compra,Web
832,2024-04-05,compra,iOS
832,2024-02-20,compra,iOS
832,2023-05-30,login,Android
832,2023-02-14,compra,Android
832,2023-06-17,login,iOS
832,2024-02-11,login,iOS
833,2024-02-08,login,Android
833,2023-08-27,compra,Android
834,2023-12-12,compra,iOS
834,2023-09-03,compra,Web
834,2023-07-21,login,Web
835,2023-09-14,login,Android
835,2024-02-28,login,Android
835,2023-02-17,login,iOS
836,2024-08-10,login,Android
836,2023-06-26,cancelacion,iOS
836,2023-07-13,login,iOS
836,2023-10-05,login,Web
836,2024-07-16,login,iOS
836,2024-05-18,login,Web
836,2024-06-29,login,Android
836,2023-07-16,login,Web
837,2024-01-29,login,iOS
837,2023-04-06,login,Android
837,2023-01-11,login,Android
837,2024-05-13,compra,Android
837,2024-02-21,compra,iOS
838,2023-10-25,login,iOS
838,2024-06-12,compra,iOS
838,2024-03-03,compra,Android
838,2024-07-31,login,iOS
838,2023-12-01,compra,Android
839,2023-12-26,login,iOS
839,2023-05-14,compra,iOS
839,2024-04-12,compra,Web
839,2023-03-17,compra,Web
839,2023-11-23,login,Web
840,2024-03-05,compra,Web
840,2024-07-27,login,iOS
840,2023-02-18,compra,iOS
840,2023-09-26,compra,Android
840,2024-07-13,login,Web
840,2023-03-16,compra,Web
840,2023-10-03,compra,Web
840,2023-12-20,login,Android
840,2023-08-19,login,iOS
840,2024-08-06,login,Web
840,2024-08-08,login,iOS
841,2023-05-04,login,Web
841,2023-05-12,login,Web
841,2024-06-08,compra,Android
841,2023-02-21,compra,Web
841,2023-02-27,cancelacion,iOS
841,2023-06-17,compra,Web
842,2023-07-27,login,Android
842,2023-05-08,login,Android
843,2023-11-02,cancelacion,Web
843,2023-05-18,compra,iOS
843,2024-07-27,login,Web
843,2024-02-03,compra,iOS
844,2023-03-19,compra,iOS
844,2024-07-27,compra,iOS
844,2023-04-07,login,Android
844,2024-07-05,login,Android
844,2024-04-24,compra,Web
845,2023-05-13,cancelacion,iOS
845,2024-04-24,login,iOS
845,2023-12-17,cancelacion,Android
847,2024-07-26,compra,iOS
847,2023-01-31,compra,Web
847,2024-02-21,login,Web
848,2023-12-20,login,Web
848,2023-03-27,login,iOS
848,2024-01-27,compra,iOS
848,2023-06-24,login,Web
849,2023-10-26,login,iOS
849,2024-05-29,cancelacion,iOS
849,2023-05-08,login,Web
849,2024-02-09,compra,iOS
849,2024-04-17,compra,Web
849,2023-11-05,login,iOS
850,2023-04-21,login,Web
850,2024-04-28,login,iOS
851,2023-02-15,compra,Web
851,2023-05-29,login,Web
851,2024-01-01,cancelacion,Web
851,2023-08-20,login,iOS
852,2024-06-04,login,Web
852,2023-12-02,compra,Android
853,2023-07-31,login,iOS
853,2023-07-29,login,Android
853,2023-04-14,compra,iOS
853,2024-07-31,login,Web
853,2023-10-08,login,Web
854,2023-10-29,login,Android
854,2024-05-09,login,Web
854,2024-06-22,login,Web
854,2023-07-07,cancelacion,iOS
855,2023-06-07,login,iOS
855,2023-01-06,compra,Android
855,2023-03-21,login,Web
855,2023-11-30,cancelacion,Android
856,2023-04-14,compra,Android
857,2023-08-25,login,Web
857,2023-06-17,login,Web
857,2024-07-02,login,Web
857,2023-10-28,login,Web
857,2024-06-20,login,iOS
857,2024-05-26,compra,Web
857,2023-07-29,login,Web
857,2023-01-12,login,Web
857,2023-06-26,login,Android
858,2023-03-17,compra,iOS
858,2023-09-22,compra,iOS
858,2024-03-15,login,Web
859,2023-05-08,login,iOS
859,2024-03-10,login,Web
859,2023-08-14,compra,iOS
859,2023-06-06,login,iOS
859,2023-02-13,login,iOS
860,2023-11-22,compra,Android
860,2023-09-04,login,iOS
860,2023-04-14,compra,iOS
860,2023-10-09,login,iOS
860,2024-08-04,login,iOS
860,2023-09-01,login,Android
860,2023-08-20,login,Web
860,2023-05-21,login,Web
861,2024-06-06,login,Android
861,2023-05-19,compra,Web
861,2023-07-25,compra,iOS
862,2023-09-16,login,Web
862,2024-06-27,login,Android
862,2024-08-19,compra,iOS
862,2024-04-20,compra,Android
862,2023-12-05,compra,iOS
862,2023-04-22,compra,Android
862,2023-07-17,login,iOS
862,2024-01-07,login,Android
862,2024-01-03,login,iOS
862,2023-11-27,login,iOS
862,2024-08-14,compra,Web
862,2024-02-11,login,iOS
863,2023-03-08,login,Web
863,2023-08-15,login,iOS
863,2023-04-02,login,Web
863,2023-03-09,cancelacion,Web
863,2023-01-27,compra,Android
863,2024-06-22,login,iOS
864,2023-12-13,login,Android
864,2023-06-07,login,Web
865,2024-06-03,cancelacion,Web
865,2023-02-28,compra,iOS
865,2024-03-15,login,Web
865,2023-01-03,cancelacion,Android
865,2023-04-08,compra,Web
866,2023-07-06,login,Web
866,2024-01-26,login,iOS
866,2023-05-04,login,iOS
866,2023-04-15,login,Web
867,2024-03-08,compra,iOS
867,2024-05-24,login,iOS
867,2023-05-24,login,iOS
867,2023-05-16,login,Web
868,2023-12-18,login,Android
868,2023-05-23,login,iOS
868,2023-03-22,login,Web
868,2024-05-31,cancelacion,Android
868,2023-01-01,login,Web
869,2024-07-19,login,Android
869,2023-11-19,compra,iOS
869,2024-03-30,login,iOS
869,2024-01-15,compra,Android
870,2023-11-06,compra,iOS
870,2023-11-15,login,Web
870,2024-03-13,login,Web
870,2023-01-07,login,iOS
870,2024-05-27,compra,Android
871,2024-06-20,compra,Android
871,2023-02-03,login,iOS
871,2023-12-09,compra,iOS
871,2023-05-03,login,Android
871,2023-01-10,login,Android
872,2023-12-06,compra,Web
872,2023-11-27,login,Web
872,2024-02-07,login,Web
873,2024-07-20,login,Android
873,2024-02-05,login,Android
873,2024-03-28,login,Web
873,2024-04-04,login,Android
873,2023-10-18,compra,iOS
873,2024-02-24,login,Android
874,2024-02-21,login,Web
874,2023-11-09,login,iOS
874,2023-09-15,login,Android
874,2024-07-02,login,Web
874,2023-10-02,compra,Android
874,2024-08-22,login,Android
874,2023-03-05,login,Android
874,2023-06-22,compra,Web
874,2024-02-15,login,Android
875,2023-06-19,cancelacion,Web
875,2023-03-15,compra,Android
875,2024-05-09,login,iOS
875,2024-06-05,compra,Android
876,2023-06-19,login,iOS
876,2023-07-26,login,Web
876,2023-04-18,login,Web
877,2023-06-29,login,Android
877,2024-05-25,login,Web
877,2023-10-23,compra,iOS
877,2023-01-29,login,iOS
877,2023-03-10,compra,iOS
878,2023-05-29,login,Android
878,2024-05-26,login,iOS
878,2023-01-21,login,Web
879,2024-08-08,compra,iOS
879,2023-08-24,login,Web
879,2023-02-25,login,Web
879,2023-04-14,cancelacion,iOS
880,2023-02-12,compra,iOS
880,2023-08-19,compra,iOS
880,2024-05-14,compra,Web
880,2024-01-31,compra,iOS
880,2023-11-19,compra,iOS
880,2023-04-19,compra,iOS
881,2023-04-13,login,Web
881,2023-11-05,compra,Web
881,2024-02-10,login,Web
881,2023-05-26,login,Android
881,2023-11-25,cancelacion,iOS
881,2023-01-28,login,Web
882,2024-06-16,login,Web
882,2023-07-12,cancelacion,Android
883,2024-02-21,login,iOS
883,2024-07-18,login,iOS
883,2023-11-15,login,iOS
884,2023-01-29,login,Android
884,2023-11-20,compra,Android
884,2024-03-04,compra,Android
884,2023-07-04,login,Web
884,2023-05-17,login,Web
884,2023-06-20,compra,Web
885,2023-06-30,compra,Web
885,2024-05-19,login,iOS
886,2024-04-23,login,Android
886,2023-01-04,login,Web
886,2023-05-15,login,Web
886,2023-07-19,login,Android
886,2024-03-29,login,Web
886,2023-01-21,login,Web
887,2023-03-14,login,iOS
887,2024-05-12,login,Web
887,2024-08-02,login,iOS
887,2024-06-06,compra,iOS
887,2023-05-16,compra,iOS
887,2024-02-12,compra,Android
887,2024-04-26,login,Web
887,2023-02-22,login,Android
887,2023-12-16,cancelacion,iOS
887,2024-07-17,login,Android
887,2023-06-05,login,iOS
887,2024-03-27,cancelacion,Web
887,2023-03-09,compra,Web
888,2023-02-16,login,iOS
888,2023-07-12,login,Web
888,2023-07-28,login,Android
888,2023-04-21,compra,iOS
888,2023-06-26,login,Android
889,2023-02-02,compra,Web
889,2024-05-31,compra,Web
889,2024-07-15,login,Android
889,2023-07-13,login,iOS
889,2024-01-12,login,Android
890,2024-05-19,compra,Android
890,2023-10-12,login,Web
890,2024-04-25,login,iOS
890,2023-11-28,compra,Android
890,2023-07-21,login,Android
890,2024-07-24,compra,Web
891,2024-06-24,login,Android
891,2023-05-29,login,Android
891,2023-11-08,compra,Web
891,2023-04-21,login,Web
891,2023-12-08,compra,Web
892,2024-08-21,login,Android
892,2024-04-19,login,Web
893,2023-05-16,compra,iOS
893,2023-03-07,login,iOS
893,2023-01-18,login,iOS
893,2024-08-03,compra,iOS
893,2024-03-17,login,iOS
893,2023-12-26,compra,Web
893,2024-06-21,login,Web
893,2023-01-16,login,Web
893,2023-09-30,login,iOS
893,2024-07-03,login,Web
893,2023-05-12,login,Web
894,2024-04-03,compra,Web
894,2024-04-19,login,iOS
894,2024-04-21,login,iOS
894,2023-02-08,login,Android
895,2023-06-08,compra,iOS
895,2023-02-10,login,Web
895,2024-08-10,compra,Android
895,2024-05-22,cancelacion,Web
895,2023-04-15,compra,iOS
895,2023-05-23,login,Web
895,2024-08-09,login,Android
896,2024-05-09,compra,Web
896,2024-04-28,login,Android
896,2023-12-05,compra,Web
896,2023-09-08,compra,Android
897,2023-05-08,compra,iOS
897,2024-07-23,login,iOS
897,2023-08-02,login,iOS
897,2023-01-08,login,Android
897,2023-07-01,login,iOS
897,2023-04-25,compra,Web
897,2024-08-03,compra,Web
898,2023-05-25,compra,Web
898,2023-03-21,login,Web
898,2023-10-21,cancelacion,Android
898,2024-01-19,compra,Android
898,2023-01-28,login,iOS
898,2023-08-02,login,iOS
898,2024-08-14,compra,Android
898,2023-07-28,cancelacion,iOS
899,2024-03-29,login,Web
899,2023-04-19,compra,Web
899,2024-04-01,login,iOS
900,2024-07-24,login,Web
900,2023-12-17,compra,Android
900,2023-04-09,compra,Android
900,2023-09-24,compra,Android
900,2024-03-03,login,iOS
900,2024-01-29,login,Web
900,2023-04-06,login,Web
900,2024-02-15,compra,iOS
900,2023-11-15,login,Android
900,2023-08-22,cancelacion,Web
901,2023-12-07,compra,Web
901,2024-02-08,login,Web
901,2024-07-01,compra,Android
901,2023-09-05,compra,Android
901,2023-10-30,login,iOS
901,2024-01-09,login,Android
902,2023-10-09,compra,Web
902,2023-03-29,compra,Web
902,2023-04-06,cancelacion,Android
902,2024-01-20,compra,iOS
902,2024-05-03,login,iOS
902,2023-03-02,cancelacion,iOS
902,2023-01-17,login,Web
902,2023-12-14,login,iOS
902,2023-12-30,compra,Web
902,2023-02-18,login,Android
903,2023-04-19,login,Web
903,2024-01-13,compra,iOS
903,2023-11-22,compra,Web
904,2023-01-30,login,Android
904,2024-07-15,compra,iOS
904,2023-12-07,login,Web
904,2024-01-23,login,iOS
905,2024-01-02,login,Web
905,2024-03-12,compra,iOS
905,2023-01-03,login,Web
906,2023-10-08,login,Android
907,2023-12-03,login,Android
907,2023-06-16,login,iOS
907,2024-06-24,login,iOS
907,2023-07-18,login,iOS
908,2024-05-24,login,Android
908,2023-11-17,compra,Web
908,2024-04-07,login,iOS
908,2023-06-07,login,Web
909,2023-12-07,login,Android
909,2023-02-06,login,Android
910,2023-06-05,cancelacion,Android
910,2023-02-06,login,iOS
910,2024-06-06,login,Android
910,2023-11-08,compra,iOS
910,2024-03-18,login,Android
910,2024-08-21,compra,iOS
910,2024-05-02,login,Web
910,2023-06-20,login,Android
911,2023-04-20,login,iOS
911,2024-08-19,login,iOS
911,2024-01-21,login,Web
911,2024-08-17,compra,Web
911,2023-05-11,compra,Android
912,2023-07-30,compra,Web
912,2024-05-19,compra,iOS
912,2024-03-15,login,iOS
912,2024-07-21,login,Android
912,2024-01-18,compra,iOS
913,2023-08-28,login,iOS
913,2024-03-03,login,Android
913,2023-04-01,login,iOS
913,2024-04-25,cancelacion,iOS
913,2024-02-12,compra,iOS
913,2024-05-13,login,Android
914,2024-04-29,login,iOS
914,2023-08-28,login,iOS
914,2023-06-02,compra,iOS
914,2024-05-29,login,iOS
914,2023-10-31,login,iOS
914,2024-02-05,compra,iOS
914,2023-04-25,compra,iOS
914,2023-12-08,cancelacion,iOS
914,2024-07-22,login,Web
914,2023-05-07,compra,Android
915,2023-07-06,compra,Android
915,2023-03-02,login,Web
915,2024-06-16,compra,Web
915,2024-07-01,login,Web
916,2023-09-09,compra,Web
916,2023-01-20,login,Android
917,2023-07-18,cancelacion,Web
917,2024-05-06,compra,iOS
917,2024-04-06,login,Web
917,2024-08-12,compra,iOS
917,2024-01-29,login,iOS
918,2024-08-21,login,Web
918,2024-02-28,compra,iOS
918,2024-05-28,login,Android
918,2024-02-22,login,iOS
918,2023-10-29,compra,iOS
918,2024-02-26,compra,Web
919,2023-08-26,login,Web
919,2023-08-05,login,iOS
919,2023-02-22,compra,iOS
919,2023-03-25,compra,iOS
919,2024-02-08,compra,Android
919,2023-10-19,compra,Web
919,2023-04-13,login,iOS
919,2024-04-15,login,iOS
919,2023-06-29,compra,Android
919,2023-07-11,login,iOS
919,2023-08-23,compra,Android
919,2023-01-15,login,Web
919,2023-05-06,login,iOS
919,2023-10-30,compra,Web
920,2024-07-19,login,Web
920,2023-08-06,login,Web
920,2024-02-20,login,Android
920,2023-11-20,compra,Web
920,2023-12-17,compra,Android
920,2023-09-25,login,iOS
920,2023-06-03,login,Android
920,2024-04-18,login,Android
921,2023-02-14,login,iOS
921,2023-10-26,compra,Android
921,2023-10-20,login,Android
921,2023-12-23,compra,Web
921,2024-08-11,login,iOS
921,2024-01-18,login,Android
922,2023-05-26,login,Android
922,2023-01-02,compra,iOS
922,2024-03-04,login,Android
923,2023-06-16,compra,iOS
923,2023-08-21,login,iOS
923,2024-08-20,login,iOS
923,2023-11-26,login,Web
924,2023-12-04,login,Web
924,2024-02-09,compra,iOS
924,2023-04-02,login,Android
924,2024-07-30,login,Web
924,2023-07-19,login,Android
924,2023-04-17,login,Android
925,2023-07-13,login,Web
925,2023-09-12,login,Web
925,2024-04-05,login,iOS
926,2023-09-05,compra,Android
926,2023-10-31,login,iOS
926,2023-07-27,login,iOS
926,2023-04-18,login,iOS
926,2023-03-15,compra,Android
926,2024-05-06,compra,Web
927,2024-05-24,login,Web
927,2023-12-09,login,Android
927,2023-06-06,compra,Web
927,2024-05-19,login,iOS
927,2023-12-16,compra,iOS
927,2023-07-18,login,iOS
928,2023-05-13,login,Android
928,2024-05-29,login,iOS
928,2023-07-06,login,iOS
929,2023-01-12,compra,Android
929,2024-07-24,login,Web
929,2023-04-10,compra,Android
929,2024-05-25,cancelacion,Web
929,2024-03-13,login,iOS
929,2023-05-28,compra,Web
930,2023-01-13,login,Android
930,2023-03-01,login,Web
930,2024-06-17,compra,Web
931,2023-01-27,compra,iOS
